Title,Rating,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number,Oscar Awards,Total Wins,Total Nom,Year,After 2002
F/X ,6.7,Robert Mandel,20603715.0,R,62,46,1900,0,0,1,1986,0
The Call ,6.7,Brad Anderson,68572631.0,R,387,292,11800,0,1,11,2013,1
Mimic ,6.0,Guillermo del Toro,25480803.0,R,193,147,4900,0,3,8,1997,0
Vampires ,6.1,John Carpenter,20308772.0,R,453,171,5700,0,7,6,1998,0
Mulholland Falls ,6.3,Lee Tamahori,11526099.0,R,126,52,1700,0,1,1,1996,0
Assassins ,6.3,Richard Donner,30303072.0,R,113,75,8100,0,1,1,1995,0
Double Jeopardy ,6.5,Bruce Beresford,177841558.0,R,411,90,8300,0,0,4,1999,0
The Devil's Candy ,6.4,Sean Byrne,772319.0,Not Rated,144,144,1900,0,3,5,2015,1
The Raven ,6.4,James McTeigue,29699345.0,R,229,276,8400,0,0,5,2012,1
Red Eye ,6.5,Wes Craven,96258201.0,PG-13,721,227,11700,0,2,9,2005,1
Annabelle: Creation ,6.5,David F. Sandberg,306515884.0,R,462,295,12500,0,1,8,2017,1
Changing Lanes ,6.5,Roger Michell,94935764.0,R,371,150,7000,0,0,7,2002,0
The Hand That Rocks the Cradle ,6.7,Curtis Hanson,88036683.0,R,146,49,4200,0,6,6,1992,0
Ripley's Game ,6.6,Liliana Cavani,6200970.0,R,117,54,1800,0,0,3,2002,0
The Weather Man ,6.5,Liliana Cavani,19126398.0,R,117,54,1800,0,0,3,2005,1
The Englishman Who Went Up a Hill But Came Down a Mountain ,6.6,Christopher Monger,10904930.0,PG,88,34,1700,0,1,1,1995,0
Courage Under Fire ,6.6,Edward Zwick,100860818.0,R,123,74,5300,0,9,7,1996,0
Romeo Is Bleeding ,6.6,Peter Medak,3275585.0,R,101,41,1400,0,0,2,1993,0
Joy Ride ,6.6,John Dahl,36642838.0,R,372,161,6700,0,0,5,2001,0
Green Book ,8.2,Peter Farrelly,321752656.0,PG-13,1600,423,43600,3,58,123,2018,1
Peppermint ,6.5,Pierre Morel,53918723.0,R,928,175,6200,0,0,4,2018,1
Bonnie and Clyde ,7.8,Arthur Penn,2500000.0,R,506,117,10900,2,23,30,1967,0
Alexis Zorbas ,7.7,Michael Cacoyannis,783000.0,Not Rated,96,42,2200,3,8,16,1964,0
Drishyam ,8.2,Nishikant Kamat,9400000.0,Not Rated,279,41,7800,0,1,2,2015,1
Dà hóng denglong gaogao guà ,8.1,Yimou Zhang,2603061.0,PG,126,49,3100,0,25,16,1991,0
Chi bi: Jue zhan tian xia ,7.6,John Woo,120432178.0,R,125,171,4500,0,8,19,2009,1
Huo zhe ,8.3,Yimou Zhang,2332728.0,Not Rated,100,30,1700,0,7,8,1994,0
Solyaris ,8.1,Andrei Tarkovsky,135289.0,PG,329,150,8800,0,5,4,1972,0
L'ennemi public n°1 ,7.5,Jean-François Richet,321353.0,R,39,118,2900,0,7,16,2008,1
Article 15 ,8.2,Anubhav Sinha,734514.0,Not Rated,348,35,2800,0,15,21,2019,1
3 Women ,7.8,Robert Altman,1500000.0,PG,101,95,1500,0,3,5,1977,0
Cargo ,6.3,Ben Howling,56385.0,TV-MA,356,120,4100,0,1,17,2017,1
The Hateful Eight ,7.8,Quentin Tarantino,156480177.0,R,1500,570,55900,1,43,116,2015,1
Gisaengchung ,8.6,Bong Joon Ho,258668626.0,R,3300,598,68700,4,306,272,2019,1
Durante la tormenta ,7.4,Oriol Paulo,17325485.0,TV-MA,317,38,5000,0,0,2,2018,1
Miracolo a Milano ,7.7,Vittorio De Sica,435.0,Not Rated,23,47,700,0,4,3,1951,0
The Gentlemen ,7.8,Guy Ritchie,115171795.0,R,1500,290,28800,0,1,4,2019,1
Andhadhun ,8.2,Sriram Raghavan,62475342.0,Not Rated,901,35,8500,0,27,25,2018,1
The Warriors ,7.6,Chuck Russell,22490471.0,PG-13,327,79,36600,0,6,21,1979,0
Zombieland ,7.6,Ruben Fleischer,102392080.0,R,754,496,54800,0,10,29,2009,1
Errementari ,6.4,Paul Urkijo Alijo,56516.0,TV-MA,111,34,1100,0,4,2,2017,1
Solomon Kane ,6.1,M.J. Bassett,19652185.0,R,169,153,7200,0,1,1,2009,1
Kari-gurashi no Arietti ,7.6,Hiromasa Yonebayashi,149411550.0,G,170,260,8700,0,12,6,2010,1
Rupan sansei: Kariosutoro no shiro ,7.6,Hayao Miyazaki,523161.0,G,170,260,8700,0,1,1,1979,0
La noche de 12 años ,7.5,Álvaro Brechner,825391.0,TV-MA,35,82,9500,0,47,31,2018,1
The Thirteenth Floor ,7.1,Josef Rusnak,18564088.0,R,344,102,7000,0,0,1,1999,0
Sen to Chihiro no kamikakushi ,8.6,Hayao Miyazaki,355705804.0,PG,1500,210,70400,1,58,31,2001,0
Midnight Run ,7.5,Martin Brest,81613606.0,R,304,97,8300,0,2,4,1988,0
"Ruben Brandt, a gyujto ",7.5,Milorad Krstic,587993.0,R,39,62,7300,0,2,6,2018,1
Angels & Demons ,6.7,Ron Howard,485930816.0,PG-13,532,209,28400,0,1,5,2009,1
Upgrade ,7.5,Leigh Whannell,16706680.0,R,1200,261,17400,0,3,25,2018,1
Ghost ,7.1,Jerry Zucker,505703557.0,PG-13,345,104,20800,2,18,23,1990,0
Gantz: O ,7.1,Jerry Zucker,2359127.0,PG-13,345,104,20800,2,18,23,2016,1
Nightcrawler ,7.8,Dan Gilroy,47398992.0,R,899,574,50300,0,42,124,2014,1
"Girl, Interrupted ",7.3,James Mangold,48350205.0,R,440,60,17500,1,9,11,1999,0
Enough Said ,7.0,Nicole Holofcener,25288872.0,PG-13,174,247,6100,0,8,38,2013,1
Tarde para la ira ,6.7,Raúl Arévalo,2341847.0,TV-MA,27,47,1200,0,31,29,2016,1
The Trial of the Chicago 7 ,7.8,Aaron Sorkin,35000000.0,R,659,297,16200,0,56,188,2020,1
Living in Oblivion ,7.5,Tom DiCillo,1111790.0,R,86,46,1800,0,7,8,1995,0
The Dig ,7.1,Simon Stone,693.0,PG-13,515,323,6600,0,2,10,2021,1
The Two Popes ,7.6,Fernando Meirelles,243711.0,PG-13,542,188,11700,0,11,58,2019,1
His House ,6.5,Penny Marshall,52096475.0,PG-13,246,51,13400,0,6,11,2020,1
Blade Runner 2049 ,8.0,Denis Villeneuve,259334548.0,R,2300,648,51700,2,99,158,2017,1
Death and the Maiden ,7.3,Roman Polanski,3103716.0,R,90,64,2400,0,0,5,1994,0
Rashômon ,8.2,Akira Kurosawa,46808.0,Not Rated,374,131,16200,1,9,5,1950,0
As Good as It Gets ,7.7,James L. Brooks,314178011.0,PG-13,584,138,28900,2,38,54,1997,0
Loving Vincent ,7.8,Dorota Kobiela,42187665.0,PG-13,223,197,5500,0,23,53,2017,1
Zerkalo ,8.1,Andrei Tarkovsky,119266.0,Not Rated,155,87,4400,0,1,2,1975,0
Gi-eok-ui bam ,7.5,Anthony Russo,9968972.0,PG-13,9300,583,96700,0,70,123,2017,1
Bullets Over Broadway ,7.4,Woody Allen,13383747.0,R,97,68,3800,1,22,30,1994,0
Manbiki kazoku ,7.9,Hirokazu Koreeda,67999335.0,R,223,281,7100,0,51,100,2018,1
Spotlight ,8.1,Tom McCarthy,98690254.0,R,673,511,44700,2,124,143,2015,1
Det sjunde inseglet ,8.2,Ingmar Bergman,230571.0,Not Rated,383,137,17700,0,10,2,1957,0
The Quiet Man ,7.8,John Ford,1750000.0,Passed,283,109,3700,2,11,8,1952,0
Searching ,7.6,Aneesh Chaganty,75462037.0,PG-13,1200,256,15400,0,6,10,2018,1
Ba wang bie ji ,8.1,Kaige Chen,6122607.0,R,126,45,2700,0,25,12,1993,0
Qiu Ju da guan si ,7.6,Yimou Zhang,1890247.0,PG,34,23,5900,0,20,10,1992,0
La dolce vita ,8.0,Federico Fellini,198220.0,Not Rated,215,166,7000,1,11,12,1960,0
Ivan Groznyy ,7.8,Sergei M. Eisenstein,23230.0,Not Rated,62,44,9700,0,2,1,1944,0
You Only Live Once ,7.3,Sergei M. Eisenstein,575000.0,Not Rated,62,44,9700,0,2,1,1937,0
Foreign Correspondent ,7.5,Alfred Hitchcock,623.0,Passed,163,74,2000,0,1,6,1940,0
El infierno ,7.7,Luis Estrada,6703873.0,NC-17,26,18,9400,0,27,6,2010,1
The African Queen ,7.8,John Huston,51357.0,PG,275,91,7700,1,5,8,1951,0
Tôkyô monogatari ,8.2,Yasujirô Ozu,40468.0,Not Rated,192,125,5800,0,3,0,1953,0
Sai yau gei: Sin leui kei yun ,8.0,Jeffrey Lau,25967935.0,Not Rated,10,11,1500,0,4,3,1995,0
Salvador ,7.4,Oliver Stone,1500000.0,R,108,62,2100,0,4,9,1986,0
The Phantom of the Opera ,7.6,Rupert Julian,4360000.0,Passed,157,100,1800,0,2,1,1925,0
Dangerous Liaisons ,7.6,Stephen Frears,34670720.0,R,168,57,6800,3,21,21,1988,0
The Man from Earth ,7.9,Richard Schenkman,200000.0,Not Rated,943,83,18200,0,5,2,2007,1
The Quest ,5.6,Jean-Claude Van Damme,57400547.0,PG-13,103,55,2600,0,0,1,1996,0
The Nine Lives of Fritz the Cat ,5.4,Robert Taylor,1500000.0,R,31,19,2700,0,0,1,1974,0
Airport ,6.6,George Seaton,100489151.0,G,201,87,1900,1,5,19,1970,0
Airport 1975 ,5.7,Jack Smight,3000000.0,PG,124,45,1000,0,0,1,1974,0
Paper Man ,6.6,Kieran Mulroney,13514.0,R,74,63,1900,0,1,0,2009,1
Atlas Shrugged: Part I ,5.6,Paul Johansson,4627375.0,PG-13,334,64,1400,0,1,0,2011,1
Bernie ,6.8,Richard Linklater,10173061.0,PG-13,175,240,5900,0,10,19,2011,1
"Jeff, Who Lives at Home ",6.5,Jay Duplass,4704757.0,R,131,182,6300,0,0,1,2011,1
Butter ,6.2,Tom Hooper,175706.0,R,792,487,66000,4,108,206,2011,1
Earth Girls Are Easy ,5.4,Julien Temple,3916303.0,PG,101,40,2300,0,0,3,1988,0
Flowers in the Attic ,5.7,Jeffrey Bloom,15151736.0,PG-13,177,51,9900,0,1,1,1987,0
"Happy, Texas ",6.3,Mark Illsley,1955933.0,PG-13,123,79,9900,0,6,6,1999,0
Mermaids ,6.7,Richard Benjamin,35419397.0,PG-13,74,32,3000,0,4,1,1990,0
Not Without My Daughter ,6.4,Brian Gilbert,14789113.0,PG-13,137,18,1300,0,2,1,1991,0
Things to Do in Denver When You're Dead ,6.8,Gary Fleder,529766.0,R,160,47,2700,0,2,0,1995,0
A Bag of Hammers ,6.6,Brian Crano,2000000.0,Not Rated,16,26,300,0,0,3,2011,1
Jenseits der Stille ,7.5,Caroline Link,181881.0,PG-13,28,40,4300,0,12,7,1996,0
The Experts ,4.8,Caroline Link,169203.0,PG-13,28,40,4300,0,12,7,1989,0
Dutch ,6.5,Peter Faiman,4603929.0,PG-13,58,14,1200,0,1,1,1991,0
Grand Canyon ,6.8,Lawrence Kasdan,40991329.0,R,132,24,1600,0,3,7,1991,0
Heartburn ,6.1,Mike Nichols,25314189.0,R,61,20,1100,0,1,2,1986,0
Once Around ,6.5,Lasse Hallström,14851083.0,R,48,17,4200,0,0,1,1991,0
Nine to Five ,6.9,Colin Higgins,103300686.0,PG,116,53,3100,0,4,7,1980,0
School Ties ,6.9,Robert Mandel,14715067.0,PG-13,99,24,2400,0,0,3,1992,0
Sabrina ,7.6,Billy Wilder,2238813.0,Passed,208,102,6300,1,7,8,1954,0
Summer School ,6.6,Carl Reiner,35659098.0,PG-13,83,25,1900,0,0,1,1987,0
To Be or Not to Be ,6.8,Alan Johnson,13030214.0,PG,42,34,1100,0,0,6,1983,0
True Confessions ,6.3,Ulu Grosbard,12850276.0,R,76,24,7900,0,2,2,1981,0
Plots with a View ,6.6,Nick Hurran,1868949.0,R,40,32,4900,0,2,1,2002,0
Cross My Heart ,5.7,Evan Richards,1025762.0,R,40,32,4900,0,0,4,1987,0
Rabbit Hole ,7.0,John Cameron Mitchell,5144717.0,PG-13,161,250,4900,0,7,42,2010,1
Wild Target ,6.8,Brad Furman,3494154.0,R,293,287,22700,0,0,1,2010,1
Heathers ,7.2,Michael Lehmann,1163969.0,R,349,139,9700,0,3,11,1988,0
Career Opportunities ,5.9,Jim Jarmusch,11336986.0,R,363,119,9400,0,5,14,1991,0
Rubber ,5.8,Quentin Dupieux,101729.0,R,230,235,3600,0,5,3,2010,1
The Apostle ,7.2,Robert Duvall,19868354.0,PG-13,165,106,1400,0,13,8,1997,0
The Adventures of Ford Fairlane ,6.4,Renny Harlin,21413502.0,R,123,58,1800,0,5,3,1990,0
Bustin' Loose ,6.1,Oz Scott,31261269.0,R,17,11,3200,0,0,2,1981,0
Greedy ,6.3,Oz Scott,13137484.0,R,17,11,3200,0,0,2,1994,0
She-Devil ,5.7,Susan Seidelman,15351421.0,PG-13,75,23,1700,0,0,1,1989,0
The Smell of Success ,5.2,Susan Seidelman,9600000.0,PG-13,75,23,1700,0,0,1,2009,1
Senseless ,6.1,Susan Seidelman,12874899.0,PG-13,75,23,1700,0,0,1,1998,0
Management ,5.8,Tommy Chong,2566648.0,R,12,2,1100,0,0,1,2008,1
I.Q. ,6.2,Tommy Chong,26381221.0,R,12,2,1100,0,0,1,1994,0
The Golden Child ,6.0,Michael Ritchie,79817937.0,PG-13,98,45,5500,0,0,2,1986,0
Red Corner ,6.3,Jon Avnet,22459274.0,R,83,38,1700,0,4,0,1997,0
Millennium ,5.8,Michael Anderson,5777099.0,PG-13,79,41,6300,0,0,6,1989,0
Easy Money ,6.3,John Carpenter,29309766.0,R,1200,374,39800,0,0,3,1983,0
Seeking Justice ,6.2,Roger Donaldson,14089528.0,R,124,131,4600,0,0,1,2011,1
The Andromeda Strain ,7.2,Robert Wise,6500000.0,G,226,94,3600,0,0,4,1971,0
Dylan Dog: Dead of Night ,5.1,Kevin Munroe,5782515.0,PG-13,78,142,1500,0,0,1,2010,1
Time Bandits ,7.0,Terry Gilliam,42368025.0,PG,215,158,6200,0,1,8,1981,0
Men of War ,5.8,Terry Gilliam,8600000.0,PG,215,158,6200,0,1,8,1994,0
Star Trek III: The Search for Spock ,6.7,Leonard Nimoy,76471046.0,PG,235,95,7800,0,1,7,1984,0
Star Trek: Insurrection ,6.4,Jonathan Frakes,112587658.0,PG,543,181,7300,0,3,8,1998,0
Star Trek: Nemesis ,6.4,Stuart Baird,67336470.0,PG-13,868,191,7700,0,1,4,2002,0
Terms of Endearment ,7.4,James L. Brooks,108423749.0,PG,220,67,5800,5,32,18,1983,0
Morning Glory ,6.5,Roger Michell,60040976.0,PG-13,221,228,7700,0,1,3,2010,1
For Greater Glory: The True Story of Cristiada ,6.6,Dean Wright,10173682.0,R,73,45,4800,0,3,9,2012,1
The Accused ,7.2,Jonathan Kaplan,32078318.0,R,121,39,3400,1,6,5,1988,0
The Dream Team ,6.5,Andrew Erwin,28890240.0,PG-13,89,42,7500,0,2,1,1989,0
The Manhattan Project ,6.2,Marshall Brickman,3900000.0,PG-13,53,26,600,0,1,2,1986,0
Renegades ,5.4,Jack Sholder,9015164.0,R,29,14,3500,0,0,2,1989,0
Pet Sematary ,6.6,Mary Lambert,57470138.0,R,381,128,10000,0,1,6,1989,0
The Philadelphia Experiment ,6.1,Stewart Raffill,8103330.0,PG,72,37,1500,0,1,2,1984,0
Soapdish ,6.6,Michael Hoffman,36489888.0,PG-13,85,31,1600,0,0,1,1991,0
Promised Land ,5.7,Michael Hoffman,316199.0,R,15,14,1300,0,0,3,1987,0
Restoration ,6.6,Michael Hoffman,4005941.0,R,51,20,9300,2,2,2,1995,0
Margin Call ,7.1,J.C. Chandor,19504039.0,R,321,308,12300,0,8,24,2011,1
The Paperboy ,5.8,Lee Daniels,3783865.0,R,175,254,3700,0,5,12,2012,1
Airheads ,6.1,Lee Daniels,5751882.0,R,175,254,3700,0,5,12,1994,0
Drop Dead Fred ,5.9,Drew Goddard,13878411.0,R,1300,685,39800,0,20,34,1991,0
Return to Paradise ,6.9,Joseph Ruben,8341087.0,R,138,65,1400,0,0,2,1998,0
Howl ,6.7,Rob Epstein,1614810.0,R,59,168,1300,0,2,8,2010,1
Welcome to Sarajevo ,6.8,Michael Winterbottom,334319.0,R,60,62,7300,0,1,2,1997,0
The Last Temptation of Christ ,7.5,Martin Scorsese,8865702.0,R,345,131,5500,0,2,7,1988,0
Rosencrantz & Guildenstern Are Dead ,7.4,Tom Stoppard,739104.0,PG,139,41,2200,0,3,2,1990,0
The Chaperone ,5.1,Stephen Herek,279147.0,PG-13,32,24,5200,0,0,1,2011,1
Toys ,5.1,Barry Levinson,23278931.0,PG-13,175,31,3200,0,0,12,1992,0
Religulous ,7.6,Larry Charles,13639115.0,R,372,200,5900,0,2,1,2008,1
Stop! Or My Mom Will Shoot ,4.3,Roger Spottiswoode,70611210.0,PG-13,105,33,4100,0,3,1,1992,0
London Boulevard ,6.2,William Monahan,8307227.0,R,120,128,4800,0,0,1,2010,1
Pi ,7.4,Darren Aronofsky,3221152.0,R,632,142,17500,0,8,12,1998,0
The Final Countdown ,6.7,Don Taylor,16647800.0,PG,196,75,2300,0,1,2,1980,0
An Officer and a Gentleman ,7.0,Taylor Hackford,129795554.0,R,162,54,5400,2,9,13,1982,0
The Boy in the Striped Pyjamas ,7.8,Mark Herman,40416563.0,PG-13,528,144,20500,0,7,7,2008,1
"'night, Mother ",7.6,Tom Moore,441863.0,PG-13,46,15,2200,0,0,2,1986,0
Raggedy Man ,6.8,Jack Fisk,1976198.0,R,15,8,1600,0,0,2,1981,0
The Long Walk Home ,7.3,Richard Pearce,4873620.0,PG,35,12,3800,0,0,3,1990,0
My Left Foot: The Story of Christy Brown ,7.9,Jim Sheridan,14743391.0,R,113,56,7200,2,23,20,1989,0
Jiro Dreams of Sushi ,7.9,David Gelb,2692864.0,PG,124,107,3500,0,3,12,2011,1
Shakma ,5.0,David Gelb,1500000.0,PG,124,107,3500,0,3,12,1990,0
The House of the Spirits ,6.9,Bille August,6265311.0,R,94,21,2200,0,12,0,1993,0
Colors ,6.7,Dennis Hopper,46616067.0,R,82,46,2600,0,1,1,1988,0
Perrier's Bounty ,6.4,Ian Fitzgibbon,167938.0,R,35,54,6700,0,0,3,2009,1
Beautiful Boxer ,7.2,Ekachai Uekrongtham,638317.0,Unrated,41,52,3200,0,6,7,2003,1
Ghost Dad ,4.4,Sidney Poitier,25421633.0,PG,33,18,7900,0,0,3,1990,0
HouseSitter ,6.1,Sidney Poitier,94900635.0,PG,33,18,7900,0,0,3,1992,0
Hellraiser ,7.0,Clive Barker,14575526.0,R,470,276,11400,0,2,6,1987,0
Ssa-i-bo-geu-ji-man-gwen-chan-a ,7.1,Park Chan-Wook,4642401.0,Not Rated,61,126,2400,0,8,8,2006,1
Ti-kkeul-mo-a ro-maen-seu ,6.7,Jung-hwan Kim,2613917.0,PG-13,3,12,981,0,0,1,2011,1
Batman: The Movie ,6.5,Leslie H. Martinson,1377800.0,PG,188,74,3100,0,1,0,1966,0
Mirror Mirror ,5.6,Tarsem Singh,183018522.0,PG,239,392,8600,0,2,9,2012,1
The Hunger Games ,7.2,Gary Ross,694394724.0,PG-13,2100,492,88000,0,33,48,2012,1
Fierce People ,6.5,Gary Ross,269755.0,PG-13,2100,492,88000,0,33,48,2005,1
The Onion Field ,6.8,Harold Becker,9890597.0,R,48,24,4900,0,1,3,1979,0
Le violon rouge ,7.6,François Girard,10019109.0,R,277,56,3300,1,20,19,1998,0
Le placard ,7.0,Francis Veber,50104745.0,R,102,70,1700,0,1,1,2001,0
Harry and Tonto ,7.4,Paul Mazursky,980000.0,R,73,40,5500,1,4,3,1974,0
Zapped! ,5.0,Robert J. Rosenthal,16897768.0,R,58,42,6800,0,0,2,1982,0
Orca ,5.7,Robert J. Rosenthal,14717854.0,R,58,42,6800,0,0,2,1977,0
Gau ji ,6.8,Fruit Chan,763552.0,Not Rated,39,70,9100,0,3,3,2004,1
Sgt. Bilko ,5.8,Jonathan Lynn,37956793.0,PG,90,28,2200,0,1,0,1996,0
John Dies at the End ,6.4,Don Coscarelli,141951.0,R,140,318,3800,0,2,6,2012,1
Thieves Like Us ,7.0,Robert Altman,1125000.0,R,44,49,4500,0,1,0,1974,0
Roman Holiday ,8.0,William Wyler,1500000.0,Passed,320,140,13400,3,11,17,1953,0
Streets of Fire ,6.7,Walter Hill,8089290.0,PG,218,121,2000,0,2,1,1984,0
The Impostors ,6.5,Stanley Tucci,2198044.0,R,104,52,5100,0,0,1,1998,0
"Play It Again, Sam ",7.6,Herbert Ross,15413.0,PG,94,59,2600,0,2,3,1972,0
Crimes of the Heart ,6.4,Bruce Beresford,22905522.0,PG-13,36,15,400,0,3,4,1986,0
Black Gold ,6.7,Jean-Jacques Annaud,5452142.0,R,46,78,1200,0,0,1,2011,1
You've Been Trumped ,7.5,Anthony Baxter,65220.0,Not Rated,25,43,2300,0,6,2,2011,1
Bully ,7.4,Lee Hirsch,4411649.0,PG-13,93,175,1000,0,8,21,2011,1
8 Million Ways to Die ,5.8,Hal Ashby,1305114.0,R,51,43,500,0,0,1,1986,0
American Me ,7.1,Edward James Olmos,13086430.0,R,60,17,9100,0,0,1,1992,0
Today's Special ,6.6,Edward James Olmos,317831.0,R,60,17,9100,0,0,1,2009,1
The Brink's Job ,6.5,William Friedkin,7909950.0,PG,23,22,300,0,0,1,1978,0
Cosmopolis ,5.1,David Cronenberg,7029095.0,R,227,387,4600,0,3,14,2012,1
Sweet Liberty ,5.8,David Cronenberg,14205021.0,R,227,387,4600,0,3,14,1986,0
Nature Calls ,4.0,Todd Rohal,646.0,R,17,32,2300,0,0,1,2012,1
The Company Men ,6.7,John Wells,8087000.0,R,145,150,4500,0,2,11,2010,1
The Great Waldo Pepper ,6.7,Peter Jackson,20642922.0,R,254,141,8600,0,3,16,1975,0
The Eiger Sanction ,6.4,Peter Jackson,14200000.0,R,254,141,8600,0,3,16,1975,0
The Paper Chase ,7.2,James Bridges,1851898.0,PG,93,22,7600,1,3,4,1973,0
The Great Gatsby ,6.4,Jack Clayton,20563273.0,PG,157,49,2500,2,7,3,1974,0
The Turning Point ,6.9,Herbert Ross,25933445.0,PG,36,17,4500,0,11,18,1977,0
Down and Out in Beverly Hills ,6.2,Paul Mazursky,62134225.0,R,55,25,1800,0,1,5,1986,0
Stick ,5.7,Paul Mazursky,8489518.0,R,55,25,1800,0,1,5,1985,0
Reds ,7.3,Warren Beatty,40382659.0,PG,146,57,2200,3,22,37,1981,0
Taps ,6.8,Harold Becker,35856053.0,PG,70,28,1800,0,0,1,1981,0
Staying Alive ,4.7,Sylvester Stallone,64892670.0,PG,134,24,1600,0,0,6,1983,0
"Cry, the Beloved Country ",6.8,Darrell Roodt,670727.0,PG-13,28,16,1800,0,1,4,1995,0
Frankie and Johnny ,6.7,Garry Marshall,22773535.0,R,93,34,3100,0,4,2,1991,0
Frogs ,4.4,George McCowan,475265.0,PG,153,77,6300,0,0,1,1972,0
Eaten Alive ,5.5,Tobe Hooper,520000.0,R,115,168,7100,0,0,2,1976,0
Cashback ,7.1,Sean Ellis,2294291.0,R,197,132,8500,0,3,0,2006,1
Milyang ,7.5,Chang-dong Lee,11581469.0,Not Rated,31,93,7900,0,25,15,2007,1
Chun gwong cha sit ,7.7,Kar-Wai Wong,586139.0,Not Rated,31,93,7900,0,7,20,1997,0
The Trip ,7.0,Michael Winterbottom,3945217.0,Not Rated,69,119,2200,0,0,2,2010,1
Tees Maar Khan ,2.6,Farah Khan,13681934.0,Not Rated,121,28,1200,0,9,4,2010,1
Killer Klowns from Outer Space ,6.2,Stephen Chiodo,2000000.0,PG-13,310,183,3600,0,0,2,1988,0
Udaan ,8.2,Vikramaditya Motwane,434862.0,Not Rated,113,29,4400,0,13,13,2010,1
Badmaa$h Company ,6.0,Parmeet Sethi,64398.0,Not Rated,26,9,6800,0,0,1,2010,1
Albino Alligator ,6.1,Kevin Spacey,339379.0,R,69,37,800,0,0,1,1996,0
Transmorphers (Video,1.7,Kevin Spacey,250000.0,R,69,37,800,0,0,1,2007,1
Surf Nazis Must Die ,3.8,Kevin Spacey,20000.0,R,69,37,800,0,0,1,1987,0
Tere Bin Laden ,7.2,Abhishek Sharma,1366926.0,Not Rated,33,16,1000,0,0,2,2010,1
Kurbaan ,5.7,Renzil D'Silva,1461611.0,Not Rated,49,10,500,0,5,10,2009,1
Kaminey ,7.4,Vishal Bhardwaj,9610033.0,Not Rated,103,15,1700,0,9,33,2009,1
Oye Lucky! Lucky Oye! ,7.7,Dibakar Banerjee,1976868.0,Not Rated,55,14,1700,0,7,2,2008,1
Dostana ,6.5,Tarun Mansukhani,17779520.0,Not Rated,66,12,1500,0,3,10,2008,1
Bachna Ae Haseeno ,6.1,Siddharth Anand,11386430.0,Not Rated,36,15,1100,0,4,14,2008,1
Jodhaa Akbar ,7.6,Ashutosh Gowariker,26935618.0,Not Rated,146,38,3200,0,35,23,2008,1
Cú và chim se se ,7.4,Stephane Gauger,170324.0,PG,10,22,938,0,7,3,2007,1
Chak De! India ,8.2,Shimit Amin,21505244.0,Not Rated,140,69,7800,0,32,16,2007,1
Fanaa ,7.2,Kunal Kohli,22181516.0,Not Rated,125,17,3200,0,10,3,2006,1
Enlighten Up! ,6.4,Kunal Kohli,246649.0,Not Rated,125,17,3200,0,10,3,2008,1
Fei ying gai wak ,7.3,Jackie Chan,10405394.0,PG-13,59,63,2000,0,0,1,1991,0
The Experiment ,6.4,Jackie Chan,716580.0,PG-13,59,63,2000,0,0,1,2010,1
Heart and Souls ,7.0,Ron Underwood,16589540.0,PG-13,91,25,1700,0,1,10,1993,0
Henry's Crime ,6.0,J.J. Abrams,2169799.0,PG-13,978,575,34700,0,11,70,2010,1
Salvando al Soldado Pérez ,5.9,Beto Gómez,9330465.0,PG-13,15,15,1900,0,0,2,2011,1
Like Crazy ,6.7,Drake Doremus,3852409.0,PG-13,189,197,6100,0,9,7,2011,1
In the Land of Blood and Honey ,4.5,Angelina Jolie,1203699.0,R,160,112,3400,0,5,7,2011,1
Dhoom ,6.7,Sanjay Gadhvi,7312209.0,Not Rated,48,12,2000,0,13,23,2004,1
Dhoom:2 ,6.6,Sanjay Gadhvi,32396427.0,Not Rated,157,19,2600,0,7,14,2006,1
Race ,6.7,Abbas Alibhai Burmawalla,24503269.0,Not Rated,66,10,1400,0,4,12,2008,1
The Future ,6.2,Miranda July,887172.0,R,74,172,8600,0,1,7,2011,1
The Crossing Guard ,6.3,Sean Penn,868979.0,R,75,46,1300,0,0,4,1995,0
The Devil's Double ,7.1,Lee Tamahori,5728213.0,R,155,162,6200,0,0,4,2011,1
Dirty Work ,6.5,Scott Thurman,10023282.0,Not Rated,5,28,679,0,2,1,1998,0
Jingle All the Way ,5.7,Brian Levant,129832389.0,PG,226,100,9800,0,2,4,1996,0
"Noordzee, Texas ",7.1,Bavo Defurne,58436.0,Not Rated,31,47,8900,0,3,4,2011,1
Nomads ,5.3,John McTiernan,2278264.0,R,53,68,4300,0,0,1,1985,0
Look Both Ways ,7.0,Sarah Watt,2586033.0,PG-13,49,33,300,0,22,19,2005,1
Death Race 2000 ,6.2,Sarah Watt,300000.0,PG-13,49,33,300,0,22,19,1975,0
Funny Face ,7.0,Stanley Donen,3000000.0,Not Rated,168,75,2900,0,3,11,1957,0
Topsy-Turvy ,7.4,Mike Leigh,7804349.0,R,214,79,1200,2,13,28,1999,0
The Sum of All Fears ,6.4,Phil Alden Robinson,193921372.0,PG-13,611,175,11200,0,2,5,2002,0
Emma ,6.7,Douglas McGrath,22231658.0,PG,162,59,3800,1,3,7,1996,0
Rob Roy ,6.9,Michael Caton-Jones,31596911.0,R,153,49,4200,0,2,5,1995,0
The Wiz ,5.5,Sidney Lumet,21049053.0,G,173,40,1500,0,1,11,1978,0
